target,nodes
102,[102]
129,[102]
144,[102]
144,[129, 200, 197, 102, 641, 193, 158]
144,[200, 197, 102, 641, 193, 158, 129, 163, 596520, 420]
1697,[129, 163, 596520, 420, 200, 197, 705, 398, 641, 193, 158]
1697,[163, 596520, 420, 200, 197, 705, 398, 641, 193, 158]
1697,[596520, 420, 200, 197, 705, 398, 641, 193, 158, 163]
1697,[420, 200, 197, 705, 398, 641, 193, 158, 163, 596520]
1697,[200, 197, 705, 398, 641, 193, 158, 163, 596520, 420]
1697,[197, 705, 398, 641, 193, 158, 163, 596520, 420]
1697,[705, 398, 641, 193, 158, 163, 596520, 420]
193,[102]
197,[102]
200,[102]
398,[102]
398,[129, 200, 197, 102, 641, 193, 158]
398,[200, 197, 102, 641, 193, 158, 129, 163, 596520, 420]
398,[197, 102, 641, 193, 158, 129, 163, 596520, 420, 200]
398,[102, 641, 193, 158, 129, 163, 596520, 420, 200, 197]
398,[641, 193, 158, 129, 163, 596520, 420, 200, 197]
420,[102]
420,[129, 200, 197, 102, 641, 193, 158]
596520,[102]
596520,[129, 200, 197, 102, 641, 193, 158]
641,[102]
705,[102]
705,[129, 200, 197, 102, 641, 193, 158]
705,[200, 197, 102, 641, 193, 158, 129, 163, 596520, 420]
705,[197, 102, 641, 193, 158, 129, 163, 596520, 420, 200]
705,[102, 641, 193, 158, 129, 163, 596520, 420, 200, 197]
705,[641, 193, 158, 129, 163, 596520, 420, 200, 197]
914612,[102]
914612,[129, 200, 197, 102, 641, 193, 158]
914612,[200, 197, 102, 641, 193, 158, 129, 163, 596520, 420]
914612,[197, 102, 641, 193, 158, 129, 163, 596520, 420, 200]
914612,[102, 641, 193, 158, 129, 163, 596520, 420, 200, 197]
914612,[641, 193, 158, 129, 163, 596520, 420, 200, 197]
914612,[193, 158, 129, 163, 596520, 420, 200, 197, 705, 398, 641]
914612,[158, 129, 163, 596520, 420, 200, 197, 705, 398, 641, 193]
914612,[129, 163, 596520, 420, 200, 197, 705, 398, 641, 193, 158]
914612,[163, 596520, 420, 200, 197, 705, 398, 641, 193, 158]
914612,[596520, 420, 200, 197, 705, 398, 641, 193, 158, 163]
914612,[420, 200, 197, 705, 398, 641, 193, 158, 163, 596520]
914612,[200, 197, 705, 398, 641, 193, 158, 163, 596520, 420]
914612,[197, 705, 398, 641, 193, 158, 163, 596520, 420]
914612,[705, 398, 641, 193, 158, 163, 596520, 420]
914612,[398, 641, 193, 158, 163, 596520, 420, 705, 144, 1597, 1697]
914612,[641, 193, 158, 163, 596520, 420, 705, 144, 1597, 1697, 398]
914612,[193, 158, 163, 596520, 420, 705, 144, 1597, 1697, 398]
914612,[158, 163, 596520, 420, 705, 144, 1597, 1697, 398]
914612,[163, 596520, 420, 705, 144, 1597, 1697, 398]
914612,[596520, 420, 705, 144, 1597, 1697, 398]
914612,[420, 705, 144, 1597, 1697, 398]
914612,[705, 144, 1597, 1697, 398]
914612,[144, 1597, 1697, 398]
914612,[1597, 1697, 398, 144]
914612,[1697, 398, 144, 1597]
914612,[398, 144, 1597, 1697]
914612,[144, 1597, 1697]
914612,[1597, 1697]
914612,[1697]
914612,[]
target,nodes
102,[102]
129,[102]
144,[102]
144,[197, 158, 102, 193, 200, 641, 129]
144,[158, 102, 193, 200, 641, 129, 197]
144,[102, 193, 200, 641, 129, 197, 158, 398, 705]
144,[193, 200, 641, 129, 197, 158, 398, 705]
144,[200, 641, 129, 197, 158, 398, 705, 193]
144,[641, 129, 197, 158, 398, 705, 193, 200]
144,[129, 197, 158, 398, 705, 193, 200, 641]
144,[197, 158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
144,[158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
144,[398, 705, 193, 200, 641, 420, 129, 163, 596520]
144,[705, 193, 200, 641, 420, 129, 163, 596520, 398]
158,[102]
1597,[102]
1597,[197, 158, 102, 193, 200, 641, 129]
1597,[158, 102, 193, 200, 641, 129, 197]
1597,[102, 193, 200, 641, 129, 197, 158, 398, 705]
1597,[193, 200, 641, 129, 197, 158, 398, 705]
1597,[200, 641, 129, 197, 158, 398, 705, 193]
1597,[641, 129, 197, 158, 398, 705, 193, 200]
1597,[129, 197, 158, 398, 705, 193, 200, 641]
1597,[197, 158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
1597,[158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
1597,[398, 705, 193, 200, 641, 420, 129, 163, 596520]
1597,[705, 193, 200, 641, 420, 129, 163, 596520, 398]
163,[102]
163,[197, 158, 102, 193, 200, 641, 129]
163,[158, 102, 193, 200, 641, 129, 197]
163,[102, 193, 200, 641, 129, 197, 158, 398, 705]
163,[193, 200, 641, 129, 197, 158, 398, 705]
163,[200, 641, 129, 197, 158, 398, 705, 193]
163,[641, 129, 197, 158, 398, 705, 193, 200]
163,[129, 197, 158, 398, 705, 193, 200, 641]
1697,[102]
1697,[197, 158, 102, 193, 200, 641, 129]
1697,[158, 102, 193, 200, 641, 129, 197]
1697,[102, 193, 200, 641, 129, 197, 158, 398, 705]
1697,[193, 200, 641, 129, 197, 158, 398, 705]
1697,[200, 641, 129, 197, 158, 398, 705, 193]
1697,[641, 129, 197, 158, 398, 705, 193, 200]
1697,[129, 197, 158, 398, 705, 193, 200, 641]
1697,[197, 158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
1697,[158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
1697,[398, 705, 193, 200, 641, 420, 129, 163, 596520]
1697,[705, 193, 200, 641, 420, 129, 163, 596520, 398]
193,[102]
197,[102]
200,[102]
398,[102]
398,[197, 158, 102, 193, 200, 641, 129]
398,[158, 102, 193, 200, 641, 129, 197]
420,[102]
420,[197, 158, 102, 193, 200, 641, 129]
420,[158, 102, 193, 200, 641, 129, 197]
420,[102, 193, 200, 641, 129, 197, 158, 398, 705]
420,[193, 200, 641, 129, 197, 158, 398, 705]
420,[200, 641, 129, 197, 158, 398, 705, 193]
420,[641, 129, 197, 158, 398, 705, 193, 200]
420,[129, 197, 158, 398, 705, 193, 200, 641]
596520,[102]
596520,[197, 158, 102, 193, 200, 641, 129]
596520,[158, 102, 193, 200, 641, 129, 197]
596520,[102, 193, 200, 641, 129, 197, 158, 398, 705]
596520,[193, 200, 641, 129, 197, 158, 398, 705]
596520,[200, 641, 129, 197, 158, 398, 705, 193]
596520,[641, 129, 197, 158, 398, 705, 193, 200]
596520,[129, 197, 158, 398, 705, 193, 200, 641]
641,[102]
705,[102]
705,[197, 158, 102, 193, 200, 641, 129]
705,[158, 102, 193, 200, 641, 129, 197]
914612,[102]
914612,[197, 158, 102, 193, 200, 641, 129]
914612,[158, 102, 193, 200, 641, 129, 197]
914612,[102, 193, 200, 641, 129, 197, 158, 398, 705]
914612,[193, 200, 641, 129, 197, 158, 398, 705]
914612,[200, 641, 129, 197, 158, 398, 705, 193]
914612,[641, 129, 197, 158, 398, 705, 193, 200]
914612,[129, 197, 158, 398, 705, 193, 200, 641]
914612,[197, 158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
914612,[158, 398, 705, 193, 200, 641, 420, 129, 163, 596520]
914612,[398, 705, 193, 200, 641, 420, 129, 163, 596520]
914612,[705, 193, 200, 641, 420, 129, 163, 596520, 398]
914612,[193, 200, 641, 420, 129, 163, 596520, 398, 705, 1597, 144, 1697]
914612,[200, 641, 420, 129, 163, 596520, 398, 705, 1597, 144, 1697]
914612,[641, 420, 129, 163, 596520, 398, 705, 1597, 144, 1697]
914612,[420, 129, 163, 596520, 398, 705, 1597, 144, 1697]
914612,[129, 163, 596520, 398, 705, 1597, 144, 1697, 420]
914612,[163, 596520, 398, 705, 1597, 144, 1697, 420]
914612,[596520, 398, 705, 1597, 144, 1697, 420, 163]
914612,[398, 705, 1597, 144, 1697, 420, 163, 596520]
914612,[705, 1597, 144, 1697, 420, 163, 596520]
914612,[1597, 144, 1697, 420, 163, 596520]
914612,[144, 1697, 420, 163, 596520, 1597]
914612,[1697, 420, 163, 596520, 1597, 144]
914612,[420, 163, 596520, 1597, 144, 1697]
914612,[163, 596520, 1597, 144, 1697]
914612,[596520, 1597, 144, 1697]
914612,[1597, 144, 1697]
914612,[144, 1697]
914612,[1697]
914612,[]
